起运省,起运市,起运区县,目的省,目的市,目的区县,货物名称,运掌柜车长,运掌柜平台车型,状态,错误,基地,本地原始车型,查询起运区县,查询目的区县,查询目的区县来源,查询级别,市场价低,市场价高,市场参考价,距离km,可见样本数
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,934,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,915,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,934,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,915,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,920,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,919,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,920,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,919,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,920,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,919,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,920,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,919,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,福山区,浦东新区,输入区县,区县级,,,,920,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,福山区,奉贤区,输入区县,区县级,,,,919,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,福山区,浦东新区,输入区县,区县级,,,,934,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,福山区,奉贤区,输入区县,区县级,,,,915,0
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,福山区,浦东新区,输入区县,区县级,,,,920,0
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,福山区,奉贤区,输入区县,区县级,,,,919,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1516,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1493,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1516,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1493,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1563,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1539,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1563,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1539,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1563,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1539,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1563,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1539,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1563,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1539,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1516,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1493,0
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,高要区,浦东新区,输入区县,区县级,,,,1563,0
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,高要区,奉贤区,输入区县,区县级,,,,1539,0
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,小榄镇,浦东新区,输入区县,区县级,,,,1503,0
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,小榄镇,奉贤区,输入区县,区县级,,,,1480,0
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,小榄镇,浦东新区,输入区县,区县级,,,,1503,0
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,小榄镇,奉贤区,输入区县,区县级,,,,1480,0
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,小榄镇,浦东新区,输入区县,区县级,,,,1503,0
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,小榄镇,奉贤区,输入区县,区县级,,,,1480,0
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,小榄镇,浦东新区,输入区县,区县级,,,,1506,0
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,小榄镇,奉贤区,输入区县,区县级,,,,1482,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1548,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1525,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1548,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1525,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1558,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1534,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1558,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1534,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1558,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1534,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1548,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1525,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1558,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1534,0
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,金湾区,浦东新区,输入区县,区县级,,,,1558,0
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,金湾区,奉贤区,输入区县,区县级,,,,1534,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,北湖区,浦东新区,输入区县,区县级,,,,1246,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1160,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1183,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1160,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1218,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1194,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1218,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1194,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1218,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1194,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1218,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1194,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1183,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1160,0
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,资兴市,浦东新区,输入区县,区县级,,,,1218,0
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,资兴市,奉贤区,输入区县,区县级,,,,1194,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1930,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1907,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1930,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1907,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1930,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1907,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1924,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1900,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1924,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1900,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1924,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1900,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1924,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1900,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1924,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1900,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1930,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1907,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,铁山港区,浦东新区,输入区县,区县级,,,,1924,0
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,铁山港区,奉贤区,输入区县,区县级,,,,1900,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,479,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,443,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,479,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,443,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,479,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,443,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,482,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,444,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,482,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,444,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,482,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,444,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,482,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,444,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,482,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,444,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,479,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,443,0
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,龙湾区,浦东新区,输入区县,区县级,,,,482,0
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,龙湾区,奉贤区,输入区县,区县级,,,,444,0
